"DateTime","Awanui Stream at Flume (x)","Awanui Stream at Flume (y)"
"Thu 2nd Feb 2012","2012-02-01 23:00:00",16625
"Fri 3rd Feb 2012","2012-02-02 23:00:00",16598
"Sat 4th Feb 2012","2012-02-03 23:00:00",16583
"Sun 5th Feb 2012","2012-02-04 23:00:00",16569
"Mon 6th Feb 2012","2012-02-05 23:00:00",16564
"Tue 7th Feb 2012","2012-02-06 23:00:00",16566
"Wed 8th Feb 2012","2012-02-07 23:00:00",16646
"Thu 9th Feb 2012","2012-02-08 23:00:00",16598
"Fri 10th Feb 2012","2012-02-09 23:00:00",16578
"Sat 11th Feb 2012","2012-02-10 23:00:00",16578
"Sun 12th Feb 2012","2012-02-11 23:00:00",16575
"Mon 13th Feb 2012","2012-02-12 23:00:00",16566
"Tue 14th Feb 2012","2012-02-13 23:00:00",16561
"Wed 15th Feb 2012","2012-02-14 23:00:00",16572
"Thu 16th Feb 2012","2012-02-15 23:00:00",16610
"Fri 17th Feb 2012","2012-02-16 23:00:00",16613
"Sat 18th Feb 2012","2012-02-17 23:00:00",16583
"Sun 19th Feb 2012","2012-02-18 23:00:00",16567
"Mon 20th Feb 2012","2012-02-19 23:00:00",16560
"Tue 21st Feb 2012","2012-02-20 23:00:00",16564
"Wed 22nd Feb 2012","2012-02-21 23:00:00",16565
"Thu 23rd Feb 2012","2012-02-22 23:00:00",16559
"Fri 24th Feb 2012","2012-02-23 23:00:00",16548
"Sat 25th Feb 2012","2012-02-24 23:00:00",16533
"Sun 26th Feb 2012","2012-02-25 23:00:00",16529
"Mon 27th Feb 2012","2012-02-26 23:00:00",16534
"Tue 28th Feb 2012","2012-02-27 23:00:00",16528
"Wed 29th Feb 2012","2012-02-28 23:00:00",16526
"Thu 1st Mar 2012","2012-02-29 23:00:00",16525
"Fri 2nd Mar 2012","2012-03-01 23:00:00",16523
"Sat 3rd Mar 2012","2012-03-02 23:00:00",16542
"Sun 4th Mar 2012","2012-03-03 23:00:00",16579
"Mon 5th Mar 2012","2012-03-04 23:00:00",16615
"Tue 6th Mar 2012","2012-03-05 23:00:00",16593
"Wed 7th Mar 2012","2012-03-06 23:00:00",16576
"Thu 8th Mar 2012","2012-03-07 23:00:00",16569
"Fri 9th Mar 2012","2012-03-08 23:00:00",16568
"Sat 10th Mar 2012","2012-03-09 23:00:00",16572
"Sun 11th Mar 2012","2012-03-10 23:00:00",16573
"Mon 12th Mar 2012","2012-03-11 23:00:00",16597
"Tue 13th Mar 2012","2012-03-12 23:00:00",16601
"Wed 14th Mar 2012","2012-03-13 23:00:00",16590
"Thu 15th Mar 2012","2012-03-14 23:00:00",16574
"Fri 16th Mar 2012","2012-03-15 23:00:00",16564
"Sat 17th Mar 2012","2012-03-16 23:00:00",16562
"Sun 18th Mar 2012","2012-03-17 23:00:00",16565
"Mon 19th Mar 2012","2012-03-18 23:00:00",16575
"Tue 20th Mar 2012","2012-03-19 23:00:00",16688
"Wed 21st Mar 2012","2012-03-20 23:00:00",16855
"Thu 22nd Mar 2012","2012-03-21 23:00:00",16880
"Fri 23rd Mar 2012","2012-03-22 23:00:00",16855
"Sat 24th Mar 2012","2012-03-23 23:00:00",16775
"Sun 25th Mar 2012","2012-03-24 23:00:00",16737
"Mon 26th Mar 2012","2012-03-25 23:00:00",16712
"Tue 27th Mar 2012","2012-03-26 23:00:00",16688
"Wed 28th Mar 2012","2012-03-27 23:00:00",16675
"Thu 29th Mar 2012","2012-03-28 23:00:00",16662
"Fri 30th Mar 2012","2012-03-29 23:00:00",16659
"Sat 31st Mar 2012","2012-03-30 23:00:00",16668
"Sun 1st Apr 2012","2012-04-01 00:00:00",16689
"Mon 2nd Apr 2012","2012-04-02 00:00:00",16675
"Tue 3rd Apr 2012","2012-04-03 00:00:00",16696
"Wed 4th Apr 2012","2012-04-04 00:00:00",16734
"Thu 5th Apr 2012","2012-04-05 00:00:00",16897
"Fri 6th Apr 2012","2012-04-06 00:00:00",16927
"Sat 7th Apr 2012","2012-04-07 00:00:00",16867
"Sun 8th Apr 2012","2012-04-08 00:00:00",16819
"Mon 9th Apr 2012","2012-04-09 00:00:00",16790
"Tue 10th Apr 2012","2012-04-10 00:00:00",16782
"Wed 11th Apr 2012","2012-04-11 00:00:00",16768
"Thu 12th Apr 2012","2012-04-12 00:00:00",16845
"Fri 13th Apr 2012","2012-04-13 00:00:00",16925
"Sat 14th Apr 2012","2012-04-14 00:00:00",16874
"Sun 15th Apr 2012","2012-04-15 00:00:00",16832
"Mon 16th Apr 2012","2012-04-16 00:00:00",16804
"Tue 17th Apr 2012","2012-04-17 00:00:00",16788
"Wed 18th Apr 2012","2012-04-18 00:00:00",16773
"Thu 19th Apr 2012","2012-04-19 00:00:00",16763
"Fri 20th Apr 2012","2012-04-20 00:00:00",16750
"Sat 21st Apr 2012","2012-04-21 00:00:00",16742
"Sun 22nd Apr 2012","2012-04-22 00:00:00",16766
"Mon 23rd Apr 2012","2012-04-23 00:00:00",16757
"Tue 24th Apr 2012","2012-04-24 00:00:00",16747
"Wed 25th Apr 2012","2012-04-25 00:00:00",16741
"Thu 26th Apr 2012","2012-04-26 00:00:00",16733
"Fri 27th Apr 2012","2012-04-27 00:00:00",16733
"Sat 28th Apr 2012","2012-04-28 00:00:00",16710
"Sun 29th Apr 2012","2012-04-29 00:00:00",16709
"Mon 30th Apr 2012","2012-04-30 00:00:00",16712
"Tue 1st May 2012","2012-05-01 00:00:00",16697
"Wed 2nd May 2012","2012-05-02 00:00:00",16681
"Thu 3rd May 2012","2012-05-03 00:00:00",16666
"Fri 4th May 2012","2012-05-04 00:00:00",16686
"Sat 5th May 2012","2012-05-05 00:00:00",16690
"Sun 6th May 2012","2012-05-06 00:00:00",16694
"Mon 7th May 2012","2012-05-07 00:00:00",16691
"Tue 8th May 2012","2012-05-08 00:00:00",16669
"Wed 9th May 2012","2012-05-09 00:00:00",16742
"Thu 10th May 2012","2012-05-10 00:00:00",16872
"Fri 11th May 2012","2012-05-11 00:00:00",16799
"Sat 12th May 2012","2012-05-12 00:00:00",16838
"Sun 13th May 2012","2012-05-13 00:00:00",16837
"Mon 14th May 2012","2012-05-14 00:00:00",16799
"Tue 15th May 2012","2012-05-15 00:00:00",16776
"Wed 16th May 2012","2012-05-16 00:00:00",16760
"Thu 17th May 2012","2012-05-17 00:00:00",16740
"Fri 18th May 2012","2012-05-18 00:00:00",16736
"Sat 19th May 2012","2012-05-19 00:00:00",16732
"Sun 20th May 2012","2012-05-20 00:00:00",16726
"Mon 21st May 2012","2012-05-21 00:00:00",16715
"Tue 22nd May 2012","2012-05-22 00:00:00",16711
"Wed 23rd May 2012","2012-05-23 00:00:00",16705
"Thu 24th May 2012","2012-05-24 00:00:00",16703
"Fri 25th May 2012","2012-05-25 00:00:00",16705
"Sat 26th May 2012","2012-05-26 00:00:00",16691
"Sun 27th May 2012","2012-05-27 00:00:00",16687
"Mon 28th May 2012","2012-05-28 00:00:00",16687
"Tue 29th May 2012","2012-05-29 00:00:00",16729
"Wed 30th May 2012","2012-05-30 00:00:00",16724
"Thu 31st May 2012","2012-05-31 00:00:00",16725
"Fri 1st Jun 2012","2012-06-01 00:00:00",16722
"Sat 2nd Jun 2012","2012-06-02 00:00:00",16730
"Sun 3rd Jun 2012","2012-06-03 00:00:00",16727
"Mon 4th Jun 2012","2012-06-04 00:00:00",16703
"Tue 5th Jun 2012","2012-06-05 00:00:00",16703
"Wed 6th Jun 2012","2012-06-06 00:00:00",16708
"Thu 7th Jun 2012","2012-06-07 00:00:00",16731
"Fri 8th Jun 2012","2012-06-08 00:00:00",16715
"Sat 9th Jun 2012","2012-06-09 00:00:00",16711
"Sun 10th Jun 2012","2012-06-10 00:00:00",16702
"Mon 11th Jun 2012","2012-06-11 00:00:00",16701
"Tue 12th Jun 2012","2012-06-12 00:00:00",16697
"Wed 13th Jun 2012","2012-06-13 00:00:00",16696
"Thu 14th Jun 2012","2012-06-14 00:00:00",16694
"Fri 15th Jun 2012","2012-06-15 00:00:00",16692
"Sat 16th Jun 2012","2012-06-16 00:00:00",16698
"Sun 17th Jun 2012","2012-06-17 00:00:00",16715
"Mon 18th Jun 2012","2012-06-18 00:00:00",16741
"Tue 19th Jun 2012","2012-06-19 00:00:00",16755
"Wed 20th Jun 2012","2012-06-20 00:00:00",16768
"Thu 21st Jun 2012","2012-06-21 00:00:00",16760
"Fri 22nd Jun 2012","2012-06-22 00:00:00",16754
"Sat 23rd Jun 2012","2012-06-23 00:00:00",16749
"Sun 24th Jun 2012","2012-06-24 00:00:00",16748
"Mon 25th Jun 2012","2012-06-25 00:00:00",16746
"Tue 26th Jun 2012","2012-06-26 00:00:00",16742
"Wed 27th Jun 2012","2012-06-27 00:00:00",16750
"Thu 28th Jun 2012","2012-06-28 00:00:00",16749
"Fri 29th Jun 2012","2012-06-29 00:00:00",16741
"Sat 30th Jun 2012","2012-06-30 00:00:00",16734
"Sun 1st Jul 2012","2012-07-01 00:00:00",16731
"Mon 2nd Jul 2012","2012-07-02 00:00:00",16727
"Tue 3rd Jul 2012","2012-07-03 00:00:00",16727
"Wed 4th Jul 2012","2012-07-04 00:00:00",16861
"Thu 5th Jul 2012","2012-07-05 00:00:00",17227
"Fri 6th Jul 2012","2012-07-06 00:00:00",17211
"Sat 7th Jul 2012","2012-07-07 00:00:00",17237
"Sun 8th Jul 2012","2012-07-08 00:00:00",17067
"Mon 9th Jul 2012","2012-07-09 00:00:00",16971
"Tue 10th Jul 2012","2012-07-10 00:00:00",16916
"Wed 11th Jul 2012","2012-07-11 00:00:00",16879
"Thu 12th Jul 2012","2012-07-12 00:00:00",16859
"Fri 13th Jul 2012","2012-07-13 00:00:00",16845
"Sat 14th Jul 2012","2012-07-14 00:00:00",16836
"Sun 15th Jul 2012","2012-07-15 00:00:00",16831
"Mon 16th Jul 2012","2012-07-16 00:00:00",16834
"Tue 17th Jul 2012","2012-07-17 00:00:00",16822
"Wed 18th Jul 2012","2012-07-18 00:00:00",16802
"Thu 19th Jul 2012","2012-07-19 00:00:00",16795
"Fri 20th Jul 2012","2012-07-20 00:00:00",16793
"Sat 21st Jul 2012","2012-07-21 00:00:00",16789
"Sun 22nd Jul 2012","2012-07-22 00:00:00",16789
"Mon 23rd Jul 2012","2012-07-23 00:00:00",16805
"Tue 24th Jul 2012","2012-07-24 00:00:00",17642
"Wed 25th Jul 2012","2012-07-25 00:00:00",18193
"Thu 26th Jul 2012","2012-07-26 00:00:00",17971
"Fri 27th Jul 2012","2012-07-27 00:00:00",17476
"Sat 28th Jul 2012","2012-07-28 00:00:00",17255
"Sun 29th Jul 2012","2012-07-29 00:00:00",17155
"Mon 30th Jul 2012","2012-07-30 00:00:00",17119
"Tue 31st Jul 2012","2012-07-31 00:00:00",17153
"Wed 1st Aug 2012","2012-08-01 00:00:00",17846
"Thu 2nd Aug 2012","2012-08-02 00:00:00",18057
"Fri 3rd Aug 2012","2012-08-03 00:00:00",18172
"Sat 4th Aug 2012","2012-08-04 00:00:00",17989
"Sun 5th Aug 2012","2012-08-05 00:00:00",17577
"Mon 6th Aug 2012","2012-08-06 00:00:00",17403
"Tue 7th Aug 2012","2012-08-07 00:00:00",17329
"Wed 8th Aug 2012","2012-08-08 00:00:00",17277
"Thu 9th Aug 2012","2012-08-09 00:00:00",17491
"Fri 10th Aug 2012","2012-08-10 00:00:00",17332
"Sat 11th Aug 2012","2012-08-11 00:00:00",17224
"Sun 12th Aug 2012","2012-08-12 00:00:00",17178
"Mon 13th Aug 2012","2012-08-13 00:00:00",17612
"Tue 14th Aug 2012","2012-08-14 00:00:00",17331
"Wed 15th Aug 2012","2012-08-15 00:00:00",17226
"Thu 16th Aug 2012","2012-08-16 00:00:00",17002.583
"Fri 17th Aug 2012","2012-08-17 00:00:00",16955
"Sat 18th Aug 2012","2012-08-18 00:00:00",16893
"Sun 19th Aug 2012","2012-08-19 00:00:00",16853
"Mon 20th Aug 2012","2012-08-20 00:00:00",16880
"Tue 21st Aug 2012","2012-08-21 00:00:00",16900
"Wed 22nd Aug 2012","2012-08-22 00:00:00",16847
"Thu 23rd Aug 2012","2012-08-23 00:00:00",16804
"Fri 24th Aug 2012","2012-08-24 00:00:00",16802
"Sat 25th Aug 2012","2012-08-25 00:00:00",16738
"Sun 26th Aug 2012","2012-08-26 00:00:00",16678
"Mon 27th Aug 2012","2012-08-27 00:00:00",16650
"Tue 28th Aug 2012","2012-08-28 00:00:00",16628
"Wed 29th Aug 2012","2012-08-29 00:00:00",16596
"Thu 30th Aug 2012","2012-08-30 00:00:00",16577
"Fri 31st Aug 2012","2012-08-31 00:00:00",16566
"Sat 1st Sep 2012","2012-09-01 00:00:00",16588
"Sun 2nd Sep 2012","2012-09-02 00:00:00",16562
"Mon 3rd Sep 2012","2012-09-03 00:00:00",16545
"Tue 4th Sep 2012","2012-09-04 00:00:00",16624
"Wed 5th Sep 2012","2012-09-05 00:00:00",16553
"Thu 6th Sep 2012","2012-09-06 00:00:00",16519
"Fri 7th Sep 2012","2012-09-07 00:00:00",16508
"Sat 8th Sep 2012","2012-09-08 00:00:00",16502
"Sun 9th Sep 2012","2012-09-09 00:00:00",16483
"Mon 10th Sep 2012","2012-09-10 00:00:00",16461
"Tue 11th Sep 2012","2012-09-11 00:00:00",16441
"Wed 12th Sep 2012","2012-09-12 00:00:00",16446
"Thu 13th Sep 2012","2012-09-13 00:00:00",16388
"Fri 14th Sep 2012","2012-09-14 00:00:00",16549
"Sat 15th Sep 2012","2012-09-15 00:00:00",16455
"Sun 16th Sep 2012","2012-09-16 00:00:00",16370
"Mon 17th Sep 2012","2012-09-17 00:00:00",16439
"Tue 18th Sep 2012","2012-09-18 00:00:00",16407
"Wed 19th Sep 2012","2012-09-19 00:00:00",16515
"Thu 20th Sep 2012","2012-09-20 00:00:00",16336
"Fri 21st Sep 2012","2012-09-21 00:00:00",16532
"Sat 22nd Sep 2012","2012-09-22 00:00:00",16468
"Sun 23rd Sep 2012","2012-09-23 00:00:00",16457
"Mon 24th Sep 2012","2012-09-24 00:00:00",16521
"Tue 25th Sep 2012","2012-09-25 00:00:00",16300
"Wed 26th Sep 2012","2012-09-26 00:00:00",16289
"Fri 28th Sep 2012","2012-09-28 00:00:00",16300
"Sat 29th Sep 2012","2012-09-29 00:00:00",16454
"Sun 30th Sep 2012","2012-09-29 23:00:00",16502
"Mon 1st Oct 2012","2012-09-30 23:00:00",16466
"Tue 2nd Oct 2012","2012-10-01 23:00:00",16431
"Wed 3rd Oct 2012","2012-10-02 23:00:00",16629
"Thu 4th Oct 2012","2012-10-03 23:00:00",16372
"Fri 5th Oct 2012","2012-10-04 23:00:00",16375
"Sat 6th Oct 2012","2012-10-05 23:00:00",16372
"Sun 7th Oct 2012","2012-10-06 23:00:00",16352
"Mon 8th Oct 2012","2012-10-07 23:00:00",16349
"Tue 9th Oct 2012","2012-10-08 23:00:00",16336
"Wed 10th Oct 2012","2012-10-09 23:00:00",16321
"Thu 11th Oct 2012","2012-10-10 23:00:00",16394
"Fri 12th Oct 2012","2012-10-11 23:00:00",16376
"Sat 13th Oct 2012","2012-10-12 23:00:00",16358
"Sun 14th Oct 2012","2012-10-13 23:00:00",16350
"Mon 15th Oct 2012","2012-10-14 23:00:00",16323
"Sat 20th Oct 2012","2012-10-19 23:00:00",16431
"Wed 24th Oct 2012","2012-10-23 23:00:00",16399
"Thu 8th Nov 2012","2012-11-07 23:00:00",16305
"Fri 9th Nov 2012","2012-11-08 23:00:00",16320
"Sat 10th Nov 2012","2012-11-09 23:00:00",16292
"Wed 28th Nov 2012","2012-11-27 23:00:00",16026
"Thu 29th Nov 2012","2012-11-28 23:00:00",16029
"Fri 30th Nov 2012","2012-11-29 23:00:00",16040
"Sat 1st Dec 2012","2012-11-30 23:00:00",16025
"Sun 2nd Dec 2012","2012-12-01 23:00:00",16027
"Mon 3rd Dec 2012","2012-12-02 23:00:00",16021
"Tue 4th Dec 2012","2012-12-03 23:00:00",16017
"Wed 5th Dec 2012","2012-12-04 23:00:00",16016
"Thu 6th Dec 2012","2012-12-05 23:00:00",16019
"Fri 7th Dec 2012","2012-12-06 23:00:00",16020
"Sat 8th Dec 2012","2012-12-07 23:00:00",16060
"Sun 9th Dec 2012","2012-12-08 23:00:00",16060
"Mon 10th Dec 2012","2012-12-09 23:00:00",16036
"Tue 11th Dec 2012","2012-12-10 23:00:00",16028
"Wed 12th Dec 2012","2012-12-11 23:00:00",16025
"Thu 13th Dec 2012","2012-12-12 23:00:00",16021
"Fri 14th Dec 2012","2012-12-13 23:00:00",16028
"Sat 15th Dec 2012","2012-12-14 23:00:00",16019
"Sun 16th Dec 2012","2012-12-15 23:00:00",16046
"Mon 17th Dec 2012","2012-12-16 23:00:00",16004
"Tue 18th Dec 2012","2012-12-17 23:00:00",16030
"Wed 19th Dec 2012","2012-12-18 23:00:00",16002
"Thu 20th Dec 2012","2012-12-19 23:00:00",15989
"Fri 21st Dec 2012","2012-12-20 23:00:00",15988
"Sat 22nd Dec 2012","2012-12-21 23:00:00",15988
"Sun 23rd Dec 2012","2012-12-22 23:00:00",15991
"Mon 24th Dec 2012","2012-12-23 23:00:00",15996
"Tue 25th Dec 2012","2012-12-24 23:00:00",16002
"Wed 26th Dec 2012","2012-12-25 23:00:00",16013
"Thu 27th Dec 2012","2012-12-26 23:00:00",16003
"Fri 28th Dec 2012","2012-12-27 23:00:00",16003
"Sat 29th Dec 2012","2012-12-28 23:00:00",16000
"Sun 30th Dec 2012","2012-12-29 23:00:00",15997
"Mon 31st Dec 2012","2012-12-30 23:00:00",15990
"Tue 1st Jan 2013","2012-12-31 23:00:00",15982
"Wed 2nd Jan 2013","2013-01-01 23:00:00",15981
"Thu 3rd Jan 2013","2013-01-02 23:00:00",15979
"Fri 4th Jan 2013","2013-01-03 23:00:00",15979
"Sat 5th Jan 2013","2013-01-04 23:00:00",15975
"Sun 6th Jan 2013","2013-01-05 23:00:00",15976
"Mon 7th Jan 2013","2013-01-06 23:00:00",15979
"Tue 8th Jan 2013","2013-01-07 23:00:00",15977
"Wed 9th Jan 2013","2013-01-08 23:00:00",15973
"Thu 10th Jan 2013","2013-01-09 23:00:00",15968
"Fri 11th Jan 2013","2013-01-10 23:00:00",15967
"Mon 14th Jan 2013","2013-01-13 23:00:00",15967
"Tue 15th Jan 2013","2013-01-14 23:00:00",15967
"Wed 16th Jan 2013","2013-01-15 23:00:00",15967
"Thu 17th Jan 2013","2013-01-16 23:00:00",15969
"Fri 18th Jan 2013","2013-01-17 23:00:00",15970
"Sat 19th Jan 2013","2013-01-18 23:00:00",15969
"Sun 20th Jan 2013","2013-01-19 23:00:00",15969
"Mon 21st Jan 2013","2013-01-20 23:00:00",15971
"Tue 22nd Jan 2013","2013-01-21 23:00:00",15971
"Wed 23rd Jan 2013","2013-01-22 23:00:00",15969
"Thu 24th Jan 2013","2013-01-23 23:00:00",15971
"Fri 25th Jan 2013","2013-01-24 23:00:00",15967
"Sat 26th Jan 2013","2013-01-25 23:00:00",15967
"Sun 27th Jan 2013","2013-01-26 23:00:00",15965
"Tue 5th Feb 2013","2013-02-04 23:00:00",15983
"Wed 6th Feb 2013","2013-02-05 23:00:00",15978
"Thu 7th Feb 2013","2013-02-06 23:00:00",15973
"Fri 8th Feb 2013","2013-02-07 23:00:00",15969
"Tue 12th Feb 2013","2013-02-11 23:00:00",15967
"Fri 22nd Feb 2013","2013-02-21 23:00:00",15964
"Sat 23rd Feb 2013","2013-02-22 23:00:00",15963
"Sun 24th Feb 2013","2013-02-23 23:00:00",15962
"Mon 25th Feb 2013","2013-02-24 23:00:00",15963
"Tue 26th Feb 2013","2013-02-25 23:00:00",15963
"Wed 27th Feb 2013","2013-02-26 23:00:00",15963
"Thu 28th Feb 2013","2013-02-27 23:00:00",15963
"Fri 1st Mar 2013","2013-02-28 23:00:00",15962
"Sat 2nd Mar 2013","2013-03-01 23:00:00",15961
"Sun 3rd Mar 2013","2013-03-02 23:00:00",15965
"Mon 4th Mar 2013","2013-03-03 23:00:00",15963
"Tue 5th Mar 2013","2013-03-04 23:00:00",15960
"Wed 6th Mar 2013","2013-03-05 23:00:00",15960.23
"Thu 7th Mar 2013","2013-03-06 23:00:00",15960
"Fri 8th Mar 2013","2013-03-07 23:00:00",15958
"Sat 9th Mar 2013","2013-03-08 23:00:00",15959
"Sun 10th Mar 2013","2013-03-09 23:00:00",15958
"Mon 11th Mar 2013","2013-03-10 23:00:00",15958
"Tue 12th Mar 2013","2013-03-11 23:00:00",15958
"Wed 13th Mar 2013","2013-03-12 23:00:00",15956
"Thu 14th Mar 2013","2013-03-13 23:00:00",15958
"Fri 15th Mar 2013","2013-03-14 23:00:00",15956
"Sat 16th Mar 2013","2013-03-15 23:00:00",15956
"Sun 17th Mar 2013","2013-03-16 23:00:00",15957
"Mon 18th Mar 2013","2013-03-17 23:00:00",15959
"Tue 19th Mar 2013","2013-03-18 23:00:00",15969
"Wed 20th Mar 2013","2013-03-19 23:00:00",15967
"Thu 21st Mar 2013","2013-03-20 23:00:00",15966
"Fri 22nd Mar 2013","2013-03-21 23:00:00",15966
"Sat 23rd Mar 2013","2013-03-22 23:00:00",15965
"Sun 24th Mar 2013","2013-03-23 23:00:00",15964
"Mon 25th Mar 2013","2013-03-24 23:00:00",15964
"Tue 26th Mar 2013","2013-03-25 23:00:00",15965
"Wed 27th Mar 2013","2013-03-26 23:00:00",15968
"Thu 28th Mar 2013","2013-03-27 23:00:00",15969
"Fri 29th Mar 2013","2013-03-28 23:00:00",15968
"Sat 30th Mar 2013","2013-03-29 23:00:00",15966
"Sun 31st Mar 2013","2013-03-30 23:00:00",15968
"Mon 1st Apr 2013","2013-03-31 23:00:00",15968
"Tue 2nd Apr 2013","2013-04-01 23:00:00",15968
"Wed 3rd Apr 2013","2013-04-02 23:00:00",15970
"Thu 4th Apr 2013","2013-04-03 23:00:00",15969
"Fri 5th Apr 2013","2013-04-04 23:00:00",15969
"Sat 6th Apr 2013","2013-04-05 23:00:00",15969
"Sun 7th Apr 2013","2013-04-07 00:00:00",15969
"Mon 8th Apr 2013","2013-04-08 00:00:00",15970
"Tue 9th Apr 2013","2013-04-09 00:00:00",15970
"Wed 10th Apr 2013","2013-04-10 00:00:00",15970
"Thu 11th Apr 2013","2013-04-11 00:00:00",15973
"Fri 12th Apr 2013","2013-04-12 00:00:00",15973
"Sat 13th Apr 2013","2013-04-13 00:00:00",15971
"Sun 14th Apr 2013","2013-04-14 00:00:00",15971
"Mon 15th Apr 2013","2013-04-15 00:00:00",15971
"Tue 16th Apr 2013","2013-04-16 00:00:00",15971
"Wed 17th Apr 2013","2013-04-17 00:00:00",15980
"Thu 18th Apr 2013","2013-04-18 00:00:00",15995
"Fri 19th Apr 2013","2013-04-19 00:00:00",15985
"Sat 20th Apr 2013","2013-04-20 00:00:00",15980
"Sun 21st Apr 2013","2013-04-21 00:00:00",15992
"Mon 22nd Apr 2013","2013-04-22 00:00:00",15992
"Tue 23rd Apr 2013","2013-04-23 00:00:00",15985
"Wed 24th Apr 2013","2013-04-24 00:00:00",15983
"Thu 25th Apr 2013","2013-04-25 00:00:00",15979
"Fri 26th Apr 2013","2013-04-26 00:00:00",15977
"Sat 27th Apr 2013","2013-04-27 00:00:00",15980
"Sun 28th Apr 2013","2013-04-28 00:00:00",15981
"Mon 29th Apr 2013","2013-04-29 00:00:00",15982
"Tue 30th Apr 2013","2013-04-30 00:00:00",15982
"Wed 1st May 2013","2013-05-01 00:00:00",15981
"Thu 2nd May 2013","2013-05-02 00:00:00",15981
"Fri 3rd May 2013","2013-05-03 00:00:00",15979
"Sat 4th May 2013","2013-05-04 00:00:00",15980
"Sun 5th May 2013","2013-05-05 00:00:00",15983
"Mon 6th May 2013","2013-05-06 00:00:00",15987
"Tue 7th May 2013","2013-05-07 00:00:00",15991
"Wed 8th May 2013","2013-05-08 00:00:00",15986
"Thu 9th May 2013","2013-05-09 00:00:00",15984
"Fri 10th May 2013","2013-05-10 00:00:00",15985
"Sat 11th May 2013","2013-05-11 00:00:00",15983
"Sun 12th May 2013","2013-05-12 00:00:00",15985
"Mon 13th May 2013","2013-05-13 00:00:00",15985
"Tue 14th May 2013","2013-05-14 00:00:00",15986
"Wed 15th May 2013","2013-05-15 00:00:00",15987
"Thu 16th May 2013","2013-05-16 00:00:00",15987
"Fri 17th May 2013","2013-05-17 00:00:00",15992
"Sat 18th May 2013","2013-05-18 00:00:00",15998
"Sun 19th May 2013","2013-05-19 00:00:00",15997
"Mon 20th May 2013","2013-05-20 00:00:00",16033
"Tue 21st May 2013","2013-05-21 00:00:00",16044
"Wed 22nd May 2013","2013-05-22 00:00:00",16032
"Thu 23rd May 2013","2013-05-23 00:00:00",16030
"Fri 24th May 2013","2013-05-24 00:00:00",16025
"Sat 25th May 2013","2013-05-25 00:00:00",16023
"Sun 26th May 2013","2013-05-26 00:00:00",16044
"Mon 27th May 2013","2013-05-27 00:00:00",16039
"Tue 28th May 2013","2013-05-28 00:00:00",16030
"Wed 29th May 2013","2013-05-29 00:00:00",16022
"Thu 30th May 2013","2013-05-30 00:00:00",16013
"Fri 31st May 2013","2013-05-31 00:00:00",16014
"Sat 1st Jun 2013","2013-06-01 00:00:00",16015
"Sun 2nd Jun 2013","2013-06-02 00:00:00",16018
"Mon 3rd Jun 2013","2013-06-03 00:00:00",16035
"Tue 4th Jun 2013","2013-06-04 00:00:00",16026
"Wed 5th Jun 2013","2013-06-05 00:00:00",16142
"Thu 6th Jun 2013","2013-06-06 00:00:00",16098
"Fri 7th Jun 2013","2013-06-07 00:00:00",16092
"Sat 8th Jun 2013","2013-06-08 00:00:00",16080
"Sun 9th Jun 2013","2013-06-09 00:00:00",16060
"Mon 10th Jun 2013","2013-06-10 00:00:00",16081
"Tue 11th Jun 2013","2013-06-11 00:00:00",16209
"Wed 12th Jun 2013","2013-06-12 00:00:00",16172
"Thu 13th Jun 2013","2013-06-13 00:00:00",16148
"Fri 14th Jun 2013","2013-06-14 00:00:00",16149
"Sat 15th Jun 2013","2013-06-15 00:00:00",16150
"Sun 16th Jun 2013","2013-06-16 00:00:00",16157
"Mon 17th Jun 2013","2013-06-17 00:00:00",16300
"Tue 18th Jun 2013","2013-06-18 00:00:00",16272
"Wed 19th Jun 2013","2013-06-19 00:00:00",16247
"Thu 20th Jun 2013","2013-06-20 00:00:00",16236
"Fri 21st Jun 2013","2013-06-21 00:00:00",16210
"Sat 22nd Jun 2013","2013-06-22 00:00:00",16186
"Sun 23rd Jun 2013","2013-06-23 00:00:00",16189
"Mon 24th Jun 2013","2013-06-24 00:00:00",16208
"Tue 25th Jun 2013","2013-06-25 00:00:00",16216
"Wed 26th Jun 2013","2013-06-26 00:00:00",16207
"Thu 27th Jun 2013","2013-06-27 00:00:00",16201
"Fri 28th Jun 2013","2013-06-28 00:00:00",16200
"Sat 29th Jun 2013","2013-06-29 00:00:00",16196
"Sun 30th Jun 2013","2013-06-30 00:00:00",16197
"Mon 1st Jul 2013","2013-07-01 00:00:00",16194
"Tue 2nd Jul 2013","2013-07-02 00:00:00",16191
"Wed 3rd Jul 2013","2013-07-03 00:00:00",16194
"Thu 4th Jul 2013","2013-07-04 00:00:00",16191
"Fri 5th Jul 2013","2013-07-05 00:00:00",16181
"Sat 6th Jul 2013","2013-07-06 00:00:00",16176
"Sun 7th Jul 2013","2013-07-07 00:00:00",16173
"Mon 8th Jul 2013","2013-07-08 00:00:00",16168
"Tue 9th Jul 2013","2013-07-09 00:00:00",16160
"Wed 10th Jul 2013","2013-07-10 00:00:00",16196
"Thu 11th Jul 2013","2013-07-11 00:00:00",17110
"Fri 12th Jul 2013","2013-07-12 00:00:00",17481
"Sat 13th Jul 2013","2013-07-13 00:00:00",17280
